rank,trajectory_id,anchor_id,canonical_smiles,sampling_temperature,sampling_regime,sampled_dihedral_deg,policy_logprob,trajectory_entropy,reward,pi_complement,adjusted_pi_clash,pi_clash_pocket,pi_clash_lock,pi_clash_lock_cold_hold,pi_clash_lock_ramp_up,pi_clash_lock_warm_hold,pi_clash_lock_ramp_down,pi_clash_lock_cold_return,lock_geometry_score,lock_geometry_atom_count,lock_voxel_indices_json,lock_occupancy_cold_hold,lock_occupancy_ramp_up,lock_occupancy_warm_hold,lock_occupancy_ramp_down,lock_occupancy_cold_return,intracellular_penetration_depth_angstrom,lock_steric_volume_angstrom3,cryptic_bonus,survival_tier,selected_dihedral_deg,reward_components_json,oracle_valid,generated_by_policy,epistemic_class,training_status,lock_persistence_score,bias_projection_score,epistemic_confidence
66,T1-001389,ANCHOR_074159,Cc1ccc2c(c1C)[C@H](N(C)C)[C@@H](N)CO2,1.0,T1,120.0,-10.848455429077148,11.234240531921387,10.1039354317791,4.0,1.896064568220901,1.896064568220901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,120.0,"{""adjusted_pi_clash"":1.896064568220901,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=132:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.896064568220901,""rust_reward_authority"":true,""selected_dihedral_deg"":120.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
67,T2-000596,ANCHOR_072844,Cc1ccc([C@H](C2CC2)N2CCNCC2)cc1,2.0,T2,240.0,-11.224231719970703,11.242546081542969,10.1039354317791,4.0,1.896064568220901,1.896064568220901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,240.0,"{""adjusted_pi_clash"":1.896064568220901,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=135:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.896064568220901,""rust_reward_authority"":true,""selected_dihedral_deg"":240.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
68,T1-001892,ANCHOR_046504,COc1cccc([C@@H](N)C(C)(C)C)c1,1.0,T1,240.0,-11.209306716918945,11.234240531921387,10.1039354317791,4.0,1.896064568220901,1.896064568220901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,240.0,"{""adjusted_pi_clash"":1.896064568220901,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=129:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.896064568220901,""rust_reward_authority"":true,""selected_dihedral_deg"":240.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
69,T0p5-000973,ANCHOR_086263,Fc1cccc(CC[C@H]2CCCN2)c1,0.5,T0p5,60.0,-11.189348220825195,11.167706489562988,10.1039354317791,4.0,1.896064568220901,1.896064568220901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,60.0,"{""adjusted_pi_clash"":1.896064568220901,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=126:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.896064568220901,""rust_reward_authority"":true,""selected_dihedral_deg"":60.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
70,T5-000270,ANCHOR_082779,Cc1oc(CN)nc1Cc1ccccc1,5.0,T5,180.0,-11.310103416442871,11.244608879089355,10.088877029652174,4.0,1.9111229703478263,1.9111229703478263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,180.0,"{""adjusted_pi_clash"":1.9111229703478263,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=125:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.9111229703478263,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
71,T0p5-001319,ANCHOR_063960,Cc1cc(C(=N)N)c2c(Cl)ccc(C)c2n1,0.5,T0p5,0.0,-11.315543174743652,11.163484573364258,10.083748302735627,5.0,2.9162516972643737,2.9162516972643737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,cryptic_rescue,0.0,"{""adjusted_pi_clash"":2.9162516972643737,""cryptic_bonus"":8.0,""fragment_pi_complement"":5.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=124:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":2.9162516972643737,""rust_reward_authority"":true,""selected_dihedral_deg"":0.0,""survival_tier"":""cryptic_rescue""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
72,T1-000365,ANCHOR_074891,Cc1cccc(C(=O)N2CCCC2)c1O,1.0,T1,0.0,-10.975379943847656,11.233817100524902,10.082817266403673,4.0,1.9171827335963263,1.9171827335963263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,0.0,"{""adjusted_pi_clash"":1.9171827335963263,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=126:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.9171827335963263,""rust_reward_authority"":true,""selected_dihedral_deg"":0.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
73,T1-000663,ANCHOR_076348,Cc1cccc2c1-c1ncccc1[C@@H]2N,1.0,T1,0.0,-11.354415893554688,11.234238624572754,10.0784170920003,4.0,1.9215829079996993,1.9215829079996993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,0.0,"{""adjusted_pi_clash"":1.9215829079996993,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=123:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.9215829079996993,""rust_reward_authority"":true,""selected_dihedral_deg"":0.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
74,T1-000567,ANCHOR_092573,NCCc1nc[nH]c1-c1ccc2c(c1)CCCO2,1.0,T1,180.0,-11.134664535522461,11.234240531921387,10.0784170920003,4.0,1.9215829079996998,1.9215829079996998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,180.0,"{""adjusted_pi_clash"":1.9215829079996998,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=131:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.9215829079996998,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
75,T5-000152,ANCHOR_084889,Cn1cnc2cccc(C3(N)CC3)c21,5.0,T5,300.0,-11.382685661315918,11.244595527648926,10.0784170920003,4.0,1.9215829079996998,1.9215829079996998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,300.0,"{""adjusted_pi_clash"":1.9215829079996998,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=123:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.9215829079996998,""rust_reward_authority"":true,""selected_dihedral_deg"":300.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
76,T0p5-000673,ANCHOR_075893,Cc1cccc([C@@H](C#N)CC(=O)NC(C)(C)C)c1,0.5,T0p5,120.0,-11.311239242553711,11.163865089416504,10.064289726205327,5.0,2.935710273794673,2.935710273794673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,cryptic_rescue,120.0,"{""adjusted_pi_clash"":2.935710273794673,""cryptic_bonus"":8.0,""fragment_pi_complement"":5.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=134:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":2.935710273794673,""rust_reward_authority"":true,""selected_dihedral_deg"":120.0,""survival_tier"":""cryptic_rescue""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
77,T1-000603,ANCHOR_077181,Cc1ccccc1N(C)C(=O)[C@H]1CCC[C@H](C)N1,1.0,T1,300.0,-11.27064323425293,11.23392391204834,10.053829788553454,5.0,2.9461702114465456,2.9461702114465456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,cryptic_rescue,300.0,"{""adjusted_pi_clash"":2.9461702114465456,""cryptic_bonus"":8.0,""fragment_pi_complement"":5.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=136:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":2.9461702114465456,""rust_reward_authority"":true,""selected_dihedral_deg"":300.0,""survival_tier"":""cryptic_rescue""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
78,T2-000786,ANCHOR_048791,C[C@@H](CN)Cn1cnc2ccccc21,2.0,T2,0.0,-11.43442153930664,11.242660522460938,10.052898752221502,4.0,1.9471012477784981,1.9471012477784981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,0.0,"{""adjusted_pi_clash"":1.9471012477784981,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=125:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":1.9471012477784981,""rust_reward_authority"":true,""selected_dihedral_deg"":0.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
79,T5-000349,ANCHOR_075993,Cc1cccc([C@@H]2CNCCN2C)c1C,5.0,T5,120.0,-11.282183647155762,11.244610786437988,10.018287015649275,4.0,2.395599050054925,2.3773120344056506,2.395599050054925,2.395599050054925,2.395599050054925,2.395599050054925,2.395599050054925,2.395599050054925,2.395599050054925,1.0,[252422],2.395599050054925,2.395599050054925,2.395599050054925,2.395599050054925,2.395599050054925,0.0,20.0,6.0,normal,120.0,"{""adjusted_pi_clash"":2.395599050054925,""cryptic_bonus"":6.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":1,""lock_geometry_score"":2.395599050054925,""lock_occupancy_cold_hold"":2.395599050054925,""lock_occupancy_cold_return"":2.395599050054925,""lock_occupancy_ramp_down"":2.395599050054925,""lock_occupancy_ramp_up"":2.395599050054925,""lock_occupancy_warm_hold"":2.395599050054925,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=1:total_atoms=131:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":20.0,""lock_voxel_indices"":""[252422]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":2.395599050054925,""pi_clash_lock_cold_hold"":2.395599050054925,""pi_clash_lock_cold_return"":2.395599050054925,""pi_clash_lock_ramp_down"":2.395599050054925,""pi_clash_lock_ramp_up"":2.395599050054925,""pi_clash_lock_warm_hold"":2.395599050054925,""pi_clash_pocket"":2.3773120344056506,""rust_reward_authority"":true,""selected_dihedral_deg"":120.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,1.0,0.9836164844932256,L1
80,T0p5-001097,ANCHOR_090661,NC1=CC(C(=O)Nc2ccccc2F)=NC1,0.5,T0p5,180.0,-11.339179992675781,11.167706489562988,9.848570288472683,4.0,2.1514297115273173,2.1514297115273173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,180.0,"{""adjusted_pi_clash"":2.1514297115273173,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=122:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":2.1514297115273173,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
81,T0p5-001185,ANCHOR_098746,Nc1ccc(-c2ccc(O)c(F)c2)cn1,0.5,T0p5,180.0,-11.183948516845703,11.164637565612793,9.823701239311987,4.0,2.176298760688012,2.176298760688012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,normal,180.0,"{""adjusted_pi_clash"":2.176298760688012,""cryptic_bonus"":8.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=120:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":2.176298760688012,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
82,T0p5-001825,ANCHOR_086368,Fc1cccc2[nH]c([C@H]3CNCCO3)cc12,0.5,T0p5,60.0,-11.225687026977539,11.164636611938477,9.74590231608376,5.0,3.2540976839162403,3.2540976839162403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,cryptic_rescue,60.0,"{""adjusted_pi_clash"":3.2540976839162403,""cryptic_bonus"":8.0,""fragment_pi_complement"":5.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":0,""lock_geometry_score"":0.0,""lock_occupancy_cold_hold"":0.0,""lock_occupancy_cold_return"":0.0,""lock_occupancy_ramp_down"":0.0,""lock_occupancy_ramp_up"":0.0,""lock_occupancy_warm_hold"":0.0,""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=0:total_atoms=125:phase_lock=static_aggregate_replicated:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":0.0,""lock_voxel_indices"":""[]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":0.0,""pi_clash_lock_cold_hold"":0.0,""pi_clash_lock_cold_return"":0.0,""pi_clash_lock_ramp_down"":0.0,""pi_clash_lock_ramp_up"":0.0,""pi_clash_lock_warm_hold"":0.0,""pi_clash_pocket"":3.2540976839162403,""rust_reward_authority"":true,""selected_dihedral_deg"":60.0,""survival_tier"":""cryptic_rescue""}",true,true,PROJECTED,policy_generated_not_validated,0.0,0.5374298453437496,L1
