rank,trajectory_id,anchor_id,canonical_smiles,sampling_temperature,sampling_regime,sampled_dihedral_deg,sigma_shear_mean,hysteresis_mean,reversibility_mean,pathway_voxels_occupied,pathway_neighborhood_contacts,pathway_neighborhood_score_mean,pathway_score_mean,species_conservation_score_mean,field_consensus_complement_bonus,charge_feature_mean,u_pose,u_pose_source,policy_logprob,trajectory_entropy,reward,pi_complement,adjusted_pi_clash,pi_clash_pocket,pi_clash_lock,sigma_shear,pi_clash_lock_cold_hold,pi_clash_lock_ramp_up,pi_clash_lock_warm_hold,pi_clash_lock_ramp_down,pi_clash_lock_cold_return,lock_geometry_score,lock_geometry_atom_count,lock_voxel_indices_json,lock_occupancy_cold_hold,lock_occupancy_ramp_up,lock_occupancy_warm_hold,lock_occupancy_ramp_down,lock_occupancy_cold_return,intracellular_penetration_depth_angstrom,lock_steric_volume_angstrom3,cryptic_bonus,consensus_complement_bonus,pathway_voxels,void_atom_count,survival_tier,selected_dihedral_deg,reward_components_json,lock_phase_provenance,nma_disruption_penalty,hydration_blockade_penalty,thermodynamic_trap_penalty,pathway_bonus,u_pose_right,continuity_admissibility,continuity_reward_v1,continuity_provenance,oracle_valid,generated_by_policy,epistemic_class,training_status
27,balanced-001070,ANCHOR_056472,C[C@H](N)CC(=O)Nc1ccc2ccccc2c1,1.0,balanced,240.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1966883864243497,1.0986122886681098,best_rotamer_rank_proxy,-11.071452140808105,10.991869926452637,13.7619475275939,2.0,1.9343951321960264,1.8444232655822579,11.606370793176158,0.0,200.17587761099279,102.59551391496433,5.015150218935884,102.59551391496434,210.18467149154245,11.606370793176158,6.0,"[252229,252421,261445,261637,270565,270661]",200.17587761099279,102.59551391496433,5.015150218935884,102.59551391496434,210.18467149154245,0.0,120.0,2.0,0.0,0,0,normal,240.0,"{""adjusted_pi_clash"":1.9343951321960264,""consensus_complement_bonus"":0.0,""cryptic_bonus"":2.0,""fragment_pi_complement"":2.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":6,""lock_geometry_score"":11.606370793176158,""lock_occupancy_cold_hold"":200.17587761099279,""lock_occupancy_cold_return"":210.18467149154245,""lock_occupancy_ramp_down"":102.59551391496434,""lock_occupancy_ramp_up"":102.59551391496433,""lock_occupancy_warm_hold"":5.015150218935884,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=6:total_atoms=129:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":120.0,""lock_voxel_indices"":""[252229,252421,261445,261637,270565,270661]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":11.606370793176158,""pi_clash_lock_cold_hold"":200.17587761099279,""pi_clash_lock_cold_return"":210.18467149154245,""pi_clash_lock_ramp_down"":102.59551391496434,""pi_clash_lock_ramp_up"":102.59551391496433,""pi_clash_lock_warm_hold"":5.015150218935884,""pi_clash_pocket"":1.8444232655822579,""rust_reward_authority"":true,""selected_dihedral_deg"":240.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.7619475275939,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
28,focused-001887,ANCHOR_043656,COc1ccc(-c2cc3c(o2)CCNC3)cc1,0.5,focused,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17352298802870791,-0.0,best_rotamer_rank_proxy,-11.677980422973633,10.18816089630127,13.761393464342536,2.0,1.9215829079996993,1.8465210756559611,9.607914539998497,0.0,155.57079140407023,79.85711147234636,4.1434315406224975,79.85711147234638,163.34933097427376,9.607914539998497,5.0,"[270564,270660,270661,279781]",155.57079140407023,79.85711147234636,4.1434315406224975,79.85711147234638,163.34933097427376,0.0,100.0,4.0,0.0,0,0,normal,0.0,"{""adjusted_pi_clash"":1.9215829079996993,""consensus_complement_bonus"":0.0,""cryptic_bonus"":4.0,""fragment_pi_complement"":2.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":5,""lock_geometry_score"":9.607914539998497,""lock_occupancy_cold_hold"":155.57079140407023,""lock_occupancy_cold_return"":163.34933097427376,""lock_occupancy_ramp_down"":79.85711147234638,""lock_occupancy_ramp_up"":79.85711147234636,""lock_occupancy_warm_hold"":4.1434315406224975,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=5:total_atoms=128:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":100.0,""lock_voxel_indices"":""[270564,270660,270661,279781]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":9.607914539998497,""pi_clash_lock_cold_hold"":155.57079140407023,""pi_clash_lock_cold_return"":163.34933097427376,""pi_clash_lock_ramp_down"":79.85711147234638,""pi_clash_lock_ramp_up"":79.85711147234636,""pi_clash_lock_warm_hold"":4.1434315406224975,""pi_clash_pocket"":1.8465210756559611,""rust_reward_authority"":true,""selected_dihedral_deg"":0.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.761393464342536,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
29,near_random-001059,ANCHOR_098350,Nc1cc(C(=O)Nc2ccccn2)ccc1Cl,5.0,near_random,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2844075056607995,0.6931471805599453,best_rotamer_rank_proxy,-11.75305461883545,11.235527038574219,13.734292735759247,3.0,1.5611742801565347,1.5104043848668913,6.244697120626139,0.0,124.45021691027446,63.871442381594356,3.292667852914243,63.87144238159435,130.6727277557882,6.244697120626139,4.0,"[225061,225159,234278,243492]",124.45021691027446,63.871442381594356,3.292667852914243,63.87144238159435,130.6727277557882,0.0,80.0,6.0,0.0,0,0,normal,180.0,"{""adjusted_pi_clash"":1.5611742801565347,""consensus_complement_bonus"":0.0,""cryptic_bonus"":6.0,""fragment_pi_complement"":3.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":4,""lock_geometry_score"":6.244697120626139,""lock_occupancy_cold_hold"":124.45021691027446,""lock_occupancy_cold_return"":130.6727277557882,""lock_occupancy_ramp_down"":63.87144238159435,""lock_occupancy_ramp_up"":63.871442381594356,""lock_occupancy_warm_hold"":3.292667852914243,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=4:total_atoms=123:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":80.0,""lock_voxel_indices"":""[225061,225159,234278,243492]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":6.244697120626139,""pi_clash_lock_cold_hold"":124.45021691027446,""pi_clash_lock_cold_return"":130.6727277557882,""pi_clash_lock_ramp_down"":63.87144238159435,""pi_clash_lock_ramp_up"":63.871442381594356,""pi_clash_lock_warm_hold"":3.292667852914243,""pi_clash_pocket"":1.5104043848668913,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.734292735759247,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
30,exploration-000008,ANCHOR_090969,NCC(=O)N1CC[C@H](c2ccc(F)cc2)C1,2.0,exploration,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18369740208961713,0.40546510810816444,best_rotamer_rank_proxy,-11.777925491333008,11.184308052062988,13.573115768287101,3.0,2.1682745521362645,2.099982440257957,8.673098208545058,0.0,131.17915980966737,67.20440945405406,3.229659098440755,67.20440945405406,137.73811780015075,8.673098208545058,4.0,"[206825,215943,216041]",131.17915980966737,67.20440945405406,3.229659098440755,67.20440945405406,137.73811780015075,0.0,80.0,4.0,0.0,0,0,normal,120.0,"{""adjusted_pi_clash"":2.1682745521362645,""consensus_complement_bonus"":0.0,""cryptic_bonus"":4.0,""fragment_pi_complement"":3.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":4,""lock_geometry_score"":8.673098208545058,""lock_occupancy_cold_hold"":131.17915980966737,""lock_occupancy_cold_return"":137.73811780015075,""lock_occupancy_ramp_down"":67.20440945405406,""lock_occupancy_ramp_up"":67.20440945405406,""lock_occupancy_warm_hold"":3.229659098440755,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=4:total_atoms=127:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":80.0,""lock_voxel_indices"":""[206825,215943,216041]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":8.673098208545058,""pi_clash_lock_cold_hold"":131.17915980966737,""pi_clash_lock_cold_return"":137.73811780015075,""pi_clash_lock_ramp_down"":67.20440945405406,""pi_clash_lock_ramp_up"":67.20440945405406,""pi_clash_lock_warm_hold"":3.229659098440755,""pi_clash_pocket"":2.099982440257957,""rust_reward_authority"":true,""selected_dihedral_deg"":120.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.573115768287101,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
31,exploration-001065,ANCHOR_081754,Cc1ncc([C@@H](C)CN)c(C(C)C)n1,2.0,exploration,240.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19346804901806997,1.0986122886681098,best_rotamer_rank_proxy,-11.77513313293457,11.185348510742188,13.517823375110272,4.0,2.48030489869367,2.4033962196644088,9.92121959477468,0.0,128.4029334363131,65.7664048859689,3.129876335624697,65.76640488596891,134.82308010812878,9.92121959477468,4.0,"[252421,261542,261636,261637]",128.4029334363131,65.7664048859689,3.129876335624697,65.76640488596891,134.82308010812878,0.0,80.0,2.0,0.0,0,0,normal,120.0,"{""adjusted_pi_clash"":2.48030489869367,""consensus_complement_bonus"":0.0,""cryptic_bonus"":2.0,""fragment_pi_complement"":4.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":4,""lock_geometry_score"":9.92121959477468,""lock_occupancy_cold_hold"":128.4029334363131,""lock_occupancy_cold_return"":134.82308010812878,""lock_occupancy_ramp_down"":65.76640488596891,""lock_occupancy_ramp_up"":65.7664048859689,""lock_occupancy_warm_hold"":3.129876335624697,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=4:total_atoms=129:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":80.0,""lock_voxel_indices"":""[252421,261542,261636,261637]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":9.92121959477468,""pi_clash_lock_cold_hold"":128.4029334363131,""pi_clash_lock_cold_return"":134.82308010812878,""pi_clash_lock_ramp_down"":65.76640488596891,""pi_clash_lock_ramp_up"":65.7664048859689,""pi_clash_lock_warm_hold"":3.129876335624697,""pi_clash_pocket"":2.4033962196644088,""rust_reward_authority"":true,""selected_dihedral_deg"":120.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.517823375110272,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
32,focused-000238,ANCHOR_012439,CC(C)[C@@H](CN)c1ccc2c(c1)OCCCO2,0.5,focused,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12751970256464631,0.40546510810816444,best_rotamer_rank_proxy,-10.344731330871582,10.170233726501465,13.347616263821301,2.0,1.0407828534376897,0.9786465636802157,8.326262827501518,0.0,256.75131609199025,131.56856244083218,6.3858087896741464,131.56856244083224,269.5888818965898,8.326262827501518,8.0,"[215942,224965,224967,225062,225160,234277,234278,243398]",256.75131609199025,131.56856244083218,6.3858087896741464,131.56856244083224,269.5888818965898,0.0,160.0,4.0,0.0,0,0,normal,120.0,"{""adjusted_pi_clash"":1.0407828534376897,""consensus_complement_bonus"":0.0,""cryptic_bonus"":4.0,""fragment_pi_complement"":2.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":8,""lock_geometry_score"":8.326262827501518,""lock_occupancy_cold_hold"":256.75131609199025,""lock_occupancy_cold_return"":269.5888818965898,""lock_occupancy_ramp_down"":131.56856244083224,""lock_occupancy_ramp_up"":131.56856244083218,""lock_occupancy_warm_hold"":6.3858087896741464,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=8:total_atoms=134:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":160.0,""lock_voxel_indices"":""[215942,224965,224967,225062,225160,234277,234278,243398]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":8.326262827501518,""pi_clash_lock_cold_hold"":256.75131609199025,""pi_clash_lock_cold_return"":269.5888818965898,""pi_clash_lock_ramp_down"":131.56856244083224,""pi_clash_lock_ramp_up"":131.56856244083218,""pi_clash_lock_warm_hold"":6.3858087896741464,""pi_clash_pocket"":0.9786465636802157,""rust_reward_authority"":true,""selected_dihedral_deg"":120.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.347616263821301,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
33,near_random-001848,ANCHOR_056971,C[C@H](N)c1ccc2[nH]c(-c3ccncc3)nc2c1,5.0,near_random,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23662883084034547,0.6931471805599453,best_rotamer_rank_proxy,-10.947436332702637,11.235689163208008,13.255408472555015,2.0,1.5286352057897314,1.4450379679731056,10.70044644052812,0.0,229.15820511851553,117.43066070551811,5.703116292520708,117.43066070551812,240.6161153744413,10.70044644052812,7.0,"[233988,243204,243397,252324,252517,261540,270756]",229.15820511851553,117.43066070551811,5.703116292520708,117.43066070551812,240.6161153744413,0.0,140.0,2.0,0.0,0,0,normal,180.0,"{""adjusted_pi_clash"":1.5286352057897314,""consensus_complement_bonus"":0.0,""cryptic_bonus"":2.0,""fragment_pi_complement"":2.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":7,""lock_geometry_score"":10.70044644052812,""lock_occupancy_cold_hold"":229.15820511851553,""lock_occupancy_cold_return"":240.6161153744413,""lock_occupancy_ramp_down"":117.43066070551812,""lock_occupancy_ramp_up"":117.43066070551811,""lock_occupancy_warm_hold"":5.703116292520708,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=7:total_atoms=128:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":140.0,""lock_voxel_indices"":""[233988,243204,243397,252324,252517,261540,270756]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":10.70044644052812,""pi_clash_lock_cold_hold"":229.15820511851553,""pi_clash_lock_cold_return"":240.6161153744413,""pi_clash_lock_ramp_down"":117.43066070551812,""pi_clash_lock_ramp_up"":117.43066070551811,""pi_clash_lock_warm_hold"":5.703116292520708,""pi_clash_pocket"":1.4450379679731056,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.255408472555015,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
34,balanced-001169,ANCHOR_088320,N#Cc1ccc(F)c(CNC2CCOCC2)c1,1.0,balanced,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15106175469554728,0.6931471805599453,best_rotamer_rank_proxy,-10.90792465209961,10.991869926452637,13.159764650550219,3.0,2.020212524701021,1.9412979729548876,10.101062623505106,0.0,168.1101906762698,86.0427817406776,3.975372805085386,86.0427817406776,176.5157002100833,10.101062623505106,5.0,"[270661,270663,279780,279782,279877]",168.1101906762698,86.0427817406776,3.975372805085386,86.0427817406776,176.5157002100833,0.0,100.0,2.0,0.0,0,0,normal,180.0,"{""adjusted_pi_clash"":2.020212524701021,""consensus_complement_bonus"":0.0,""cryptic_bonus"":2.0,""fragment_pi_complement"":3.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":5,""lock_geometry_score"":10.101062623505106,""lock_occupancy_cold_hold"":168.1101906762698,""lock_occupancy_cold_return"":176.5157002100833,""lock_occupancy_ramp_down"":86.0427817406776,""lock_occupancy_ramp_up"":86.0427817406776,""lock_occupancy_warm_hold"":3.975372805085386,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=5:total_atoms=128:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":100.0,""lock_voxel_indices"":""[270661,270663,279780,279782,279877]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":10.101062623505106,""pi_clash_lock_cold_hold"":168.1101906762698,""pi_clash_lock_cold_return"":176.5157002100833,""pi_clash_lock_ramp_down"":86.0427817406776,""pi_clash_lock_ramp_up"":86.0427817406776,""pi_clash_lock_warm_hold"":3.975372805085386,""pi_clash_pocket"":1.9412979729548876,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.159764650550219,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
35,exploration-001305,ANCHOR_074313,Cc1ccc2cc(CN3CCCC3)c(=O)[nH]c2c1,2.0,exploration,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1582599297154373,1.791759469228055,best_rotamer_rank_proxy,-11.705741882324219,11.184308052062988,13.150365977649251,2.0,2.3596207726242526,2.28811711284776,9.43848309049701,0.0,127.83876689401669,65.47382228368778,3.108877673358882,65.47382228368778,134.23070523871752,9.43848309049701,4.0,"[261446,261447,261542,261543]",127.83876689401669,65.47382228368778,3.108877673358882,65.47382228368778,134.23070523871752,0.0,80.0,4.0,0.0,0,0,normal,60.0,"{""adjusted_pi_clash"":2.3596207726242526,""consensus_complement_bonus"":0.0,""cryptic_bonus"":4.0,""fragment_pi_complement"":2.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":4,""lock_geometry_score"":9.43848309049701,""lock_occupancy_cold_hold"":127.83876689401669,""lock_occupancy_cold_return"":134.23070523871752,""lock_occupancy_ramp_down"":65.47382228368778,""lock_occupancy_ramp_up"":65.47382228368778,""lock_occupancy_warm_hold"":3.108877673358882,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=4:total_atoms=132:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":80.0,""lock_voxel_indices"":""[261446,261447,261542,261543]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":9.43848309049701,""pi_clash_lock_cold_hold"":127.83876689401669,""pi_clash_lock_cold_return"":134.23070523871752,""pi_clash_lock_ramp_down"":65.47382228368778,""pi_clash_lock_ramp_up"":65.47382228368778,""pi_clash_lock_warm_hold"":3.108877673358882,""pi_clash_pocket"":2.28811711284776,""rust_reward_authority"":true,""selected_dihedral_deg"":60.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.150365977649251,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
36,focused-001453,ANCHOR_082446,Cc1nn(CCN)c(C)c1-c1ccccc1F,0.5,focused,240.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15719190143438738,1.0986122886681098,best_rotamer_rank_proxy,-11.163982391357422,10.177483558654785,13.052927734065099,3.0,1.4987095541159268,1.4406200365145343,7.493547770579633,0.0,158.73296123157894,81.29639717297604,3.8598331143731475,81.29639717297604,166.6696092931579,7.493547770579633,5.0,"[252420,261636,261637,261638,261730]",158.73296123157894,81.29639717297604,3.8598331143731475,81.29639717297604,166.6696092931579,0.0,100.0,4.0,0.0,0,0,normal,240.0,"{""adjusted_pi_clash"":1.4987095541159268,""consensus_complement_bonus"":0.0,""cryptic_bonus"":4.0,""fragment_pi_complement"":3.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":5,""lock_geometry_score"":7.493547770579633,""lock_occupancy_cold_hold"":158.73296123157894,""lock_occupancy_cold_return"":166.6696092931579,""lock_occupancy_ramp_down"":81.29639717297604,""lock_occupancy_ramp_up"":81.29639717297604,""lock_occupancy_warm_hold"":3.8598331143731475,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=5:total_atoms=129:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":100.0,""lock_voxel_indices"":""[252420,261636,261637,261638,261730]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":7.493547770579633,""pi_clash_lock_cold_hold"":158.73296123157894,""pi_clash_lock_cold_return"":166.6696092931579,""pi_clash_lock_ramp_down"":81.29639717297604,""pi_clash_lock_ramp_up"":81.29639717297604,""pi_clash_lock_warm_hold"":3.8598331143731475,""pi_clash_pocket"":1.4406200365145343,""rust_reward_authority"":true,""selected_dihedral_deg"":240.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.052927734065099,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
37,exploration-000056,ANCHOR_024776,CC[C@@H]1CO[C@@H](c2cc3ccccc3o2)CN1,2.0,exploration,240.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.137109494184798,1.0986122886681098,best_rotamer_rank_proxy,-10.769227981567383,11.185347557067871,13.021877668094856,5.0,2.8440968523313512,2.822219184236495,2.8440968523313512,0.0,31.17571278996753,15.976465828772445,0.7772188675773604,15.976465828772445,32.73449842946591,2.8440968523313512,1.0,[270758],31.17571278996753,15.976465828772445,0.7772188675773604,15.976465828772445,32.73449842946591,0.0,20.0,8.0,0.0,0,0,cryptic_rescue,240.0,"{""adjusted_pi_clash"":2.8440968523313512,""consensus_complement_bonus"":0.0,""cryptic_bonus"":8.0,""fragment_pi_complement"":5.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":1,""lock_geometry_score"":2.8440968523313512,""lock_occupancy_cold_hold"":31.17571278996753,""lock_occupancy_cold_return"":32.73449842946591,""lock_occupancy_ramp_down"":15.976465828772445,""lock_occupancy_ramp_up"":15.976465828772445,""lock_occupancy_warm_hold"":0.7772188675773604,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=1:total_atoms=130:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":20.0,""lock_voxel_indices"":""[270758]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":2.8440968523313512,""pi_clash_lock_cold_hold"":31.17571278996753,""pi_clash_lock_cold_return"":32.73449842946591,""pi_clash_lock_ramp_down"":15.976465828772445,""pi_clash_lock_ramp_up"":15.976465828772445,""pi_clash_lock_warm_hold"":0.7772188675773604,""pi_clash_pocket"":2.822219184236495,""rust_reward_authority"":true,""selected_dihedral_deg"":240.0,""survival_tier"":""cryptic_rescue""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.021877668094856,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
38,exploration-000329,ANCHOR_021076,CCNCc1ccc2nc(C(F)(F)F)oc2c1,2.0,exploration,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1893765766420687,0.6931471805599453,best_rotamer_rank_proxy,-10.887678146362305,11.184712409973145,13.019731789017953,5.0,2.446741838226377,2.4270100492084223,2.446741838226377,0.0,34.95738247537457,17.862048100945245,0.7667137265159163,17.862048100945245,36.7052515991433,2.446741838226377,1.0,[261637],34.95738247537457,17.862048100945245,0.7667137265159163,17.862048100945245,36.7052515991433,0.0,20.0,8.0,0.0,0,0,normal,180.0,"{""adjusted_pi_clash"":2.446741838226377,""consensus_complement_bonus"":0.0,""cryptic_bonus"":8.0,""fragment_pi_complement"":5.0,""intracellular_penetration_depth_angstrom"":0.0,""lock_geometry_atom_count"":1,""lock_geometry_score"":2.446741838226377,""lock_occupancy_cold_hold"":34.95738247537457,""lock_occupancy_cold_return"":36.7052515991433,""lock_occupancy_ramp_down"":17.862048100945245,""lock_occupancy_ramp_up"":17.862048100945245,""lock_occupancy_warm_hold"":0.7667137265159163,""lock_phase_provenance"":""PHASE_RESOLVED"",""lock_proxy_method"":""residue_lock_region_mask_v2:lock_atoms=1:total_atoms=124:phase_lock=PHASE_RESOLVED:steric_volume_proxy=20A3_per_atom"",""lock_steric_volume_angstrom3"":20.0,""lock_voxel_indices"":""[261637]"",""oracle_mode"":""validated_o3a_zmatrix_corpus_lookup"",""pi_clash_lock"":2.446741838226377,""pi_clash_lock_cold_hold"":34.95738247537457,""pi_clash_lock_cold_return"":36.7052515991433,""pi_clash_lock_ramp_down"":17.862048100945245,""pi_clash_lock_ramp_up"":17.862048100945245,""pi_clash_lock_warm_hold"":0.7667137265159163,""pi_clash_pocket"":2.4270100492084223,""rust_reward_authority"":true,""selected_dihedral_deg"":180.0,""survival_tier"":""normal""}",PHASE_RESOLVED,0.0,0.0,0.0,0.0,0.0,true,13.019731789017953,NOT_REQUESTED,true,true,PROJECTED,policy_generated_not_validated
