epoch,tb_loss,gradient_norm,gradient_norm_policy,gradient_norm_logZ
57,146.72410583496094,24.808210372924805,5.4171923841120035,24.209529876708984
58,141.20245361328125,24.26162338256836,4.9328425515780685,23.754859924316406
59,142.90255737304688,23.915987014770508,0.9514098919629089,23.897052764892578
60,129.04214477539062,22.974971771240234,3.504581821815416,22.706106185913086
61,141.4241485595703,24.219356536865234,4.662858705078207,23.766258239746094
62,138.25758361816406,23.648704528808594,2.5945215761488694,23.505950927734375
63,137.6086883544922,23.754030227661133,3.784774002971131,23.450572967529297
64,144.04336547851562,24.2535457611084,3.5882451286465824,23.98664093017578
65,136.47288513183594,23.600994110107422,3.430181265730566,23.350391387939453
66,142.01153564453125,23.913116455078125,2.1105660427359574,23.81979751586914
67,150.742431640625,25.183345794677734,5.655493264388535,24.54009437561035
68,144.26400756835938,24.23040008544922,3.267553633742384,24.009071350097656
69,128.91864013671875,22.76850700378418,1.8522914532999502,22.69304084777832
70,134.35780334472656,23.28240203857422,2.297378861539388,23.168779373168945
71,140.03298950195312,23.89311408996582,3.4086456493586113,23.64872169494629
72,127.35375213623047,22.61787986755371,1.6419248592382871,22.558204650878906
73,147.89453125,24.329792022705078,1.089162592313346,24.305400848388672
74,140.76690673828125,23.92111587524414,3.1163939162509564,23.717248916625977
75,136.0916748046875,23.34788703918457,1.2757091765021074,23.313011169433594
76,140.04833984375,23.699554443359375,1.5217810750776208,23.650646209716797
77,130.86538696289062,23.011568069458008,2.586565573171622,22.865737915039062
78,131.92959594726562,23.162935256958008,3.0806469505752823,22.9571590423584
79,146.05091857910156,24.325239181518555,2.861726057693921,24.156322479248047
80,129.97418212890625,23.384897232055664,5.244896911020766,22.78913116455078
81,143.55088806152344,24.585041046142578,5.583093145774663,23.94270896911621
82,140.65103149414062,24.378705978393555,5.691146561081045,23.705110549926758
83,138.3707275390625,23.954702377319336,4.558921856525211,23.516887664794922
84,134.5102081298828,23.343656539916992,2.7305014603780036,23.18341636657715
85,122.05281066894531,22.122983932495117,1.3207083684526282,22.083526611328125
86,136.8970947265625,23.866806030273438,4.746745631290613,23.390016555786133
87,128.4374542236328,22.915952682495117,3.4712874460785117,22.651514053344727
88,124.15239715576172,24.294321060180664,9.701357448147162,22.273250579833984
89,149.38186645507812,24.63422203063965,3.1714491138691803,24.429216384887695
90,142.43577575683594,24.508739471435547,5.61764902712414,23.856243133544922
91,129.9250946044922,22.99762535095215,3.1057235429294723,22.786954879760742
92,126.88285827636719,22.868003845214844,3.992656640073196,22.516756057739258
93,136.61221313476562,23.605493545532227,3.368481021402102,23.363920211791992
94,132.58494567871094,23.125385284423828,2.312524687252006,23.00946807861328
95,131.07579040527344,23.36969757080078,4.719174881104951,22.888254165649414
96,129.8093719482422,22.826196670532227,1.5027527651567754,22.776674270629883
97,140.92372131347656,24.078596115112305,4.088398087619221,23.728965759277344
98,128.52474975585938,23.709901809692383,7.0002143793917195,22.652957916259766
99,132.05792236328125,23.2096004486084,3.3312950356826208,22.96928596496582
100,136.46865844726562,24.32215118408203,6.798092411954232,23.352792739868164
101,131.2776641845703,23.09876823425293,3.0356384534586627,22.898426055908203
102,141.9457550048828,23.98582649230957,2.8574236098026877,23.815019607543945
103,141.2376708984375,24.11921501159668,4.190458585206345,23.752403259277344
104,122.13239288330078,22.48541831970215,4.200400383464992,22.08960723876953
105,128.2748260498047,22.76361846923828,2.3805799954013973,22.638797760009766
106,128.4371337890625,22.85845375061035,3.0462527879215813,22.654563903808594
107,133.3497314453125,23.127567291259766,1.4727257987677167,23.08062744140625
108,141.60797119140625,23.92125701904297,2.5222820096695826,23.78791046142578
109,126.35381317138672,22.67127799987793,3.018571139300214,22.46942710876465
110,130.14810180664062,23.820085525512695,6.897047401246179,22.799718856811523
111,120.48973846435547,22.77291488647461,6.088938254689695,21.943801879882812
112,130.92738342285156,23.17656135559082,3.7447394922561945,22.872034072875977
113,120.6402587890625,22.00417137145996,1.4404685427077735,21.956972122192383
114,120.29835510253906,21.986238479614258,1.6350003763967909,21.925363540649414
115,140.49374389648438,23.76481819152832,1.8959637107869087,23.68906593322754
116,137.69117736816406,25.670063018798828,10.433685648732146,23.45400619506836
117,128.8657989501953,22.78653335571289,2.1017431069919144,22.68939971923828
118,129.40463256835938,23.308937072753906,5.122603685405413,22.739078521728516
119,133.75518798828125,24.000185012817383,6.438248510060113,23.120506286621094
120,132.07008361816406,23.154882431030273,2.8690908678504465,22.976442337036133
121,123.13391876220703,22.263790130615234,1.9198607310074702,22.180858612060547
122,134.8716278076172,23.268529891967773,1.6405012921736033,23.21062660217285
123,124.04389190673828,22.335342407226562,1.7874716637634829,22.263702392578125
124,119.22673034667969,21.875999450683594,1.482847425664505,21.82568359375
125,135.7467041015625,23.36243438720703,1.8048272829643646,23.29261589050293
126,132.5211181640625,23.489912033081055,4.7306670593925,23.008625030517578
127,126.53421020507812,23.186094284057617,5.6609418404156715,22.484411239624023
128,136.6883544921875,23.51300621032715,2.565577077681207,23.372615814208984
129,132.89874267578125,23.497621536254883,4.597827215300722,23.043399810791016
130,118.93682098388672,21.89571762084961,2.0507074385756163,21.79947280883789
131,128.60098266601562,22.905437469482422,3.2783504702835584,22.669614791870117
132,126.01918029785156,22.707670211791992,3.4894491801466208,22.437959671020508
133,124.64219665527344,22.38744354248047,1.7694860174108522,22.31740379333496
134,126.15528106689453,22.87506866455078,4.386576090674413,22.450538635253906
135,127.33561706542969,22.85134506225586,3.6750752299451834,22.553884506225586
136,131.85801696777344,23.315847396850586,4.089641185040956,22.95438003540039
137,129.88063049316406,23.489912033081055,5.712921937470605,22.784610748291016
138,128.85231018066406,22.717609405517578,1.1452121902629977,22.6887264251709
139,120.21697998046875,22.209444046020508,3.6380589146130187,21.909448623657227
140,135.67625427246094,23.322250366210938,1.3343939297669416,23.284046173095703
141,145.770263671875,24.463590621948242,4.0547153366961615,24.125226974487305
142,133.02340698242188,23.127901077270508,1.9106702386113008,23.04884147644043
143,133.2337646484375,23.426326751708984,4.05937199086317,23.071935653686523
144,149.96896362304688,24.724910736083984,3.4737265600518854,24.479671478271484
145,137.90618896484375,23.55278778076172,1.9447291749677806,23.47236442565918
146,135.4376220703125,23.337976455688477,1.965556386977715,23.255056381225586
147,124.31493377685547,22.335742950439453,1.455767769538448,22.288251876831055
148,125.0490493774414,22.395490646362305,1.4037227379055155,22.351455688476562
149,134.49609375,23.308080673217773,2.4180025513813748,23.18231964111328
150,121.7309341430664,22.32880973815918,3.491468918823146,22.05414581298828
151,118.34978485107422,21.83271598815918,1.9790747685760346,21.742830276489258
152,136.3760528564453,23.43453025817871,2.0866274439056873,23.341447830200195
153,129.17459106445312,22.78630256652832,1.706126659187742,22.722339630126953
154,122.72079467773438,22.265106201171875,2.302940217919093,22.14568519592285
155,126.27685546875,22.7309627532959,3.4882376876706047,22.461719512939453
156,125.29449462890625,22.602890014648438,3.194288241865974,22.376039505004883
157,125.20142364501953,22.467315673828125,2.1411383491319382,22.36505889892578
158,134.23593139648438,23.610187530517578,4.583824141011643,23.160947799682617
159,138.06915283203125,23.554637908935547,1.7955457722835961,23.486099243164062
160,120.32645416259766,22.0225772857666,2.0846381050489007,21.923690795898438
161,119.42866516113281,21.90220832824707,1.6371971309972697,21.840932846069336
162,131.8667449951172,23.411895751953125,4.610024613940098,22.953529357910156
163,126.65011596679688,22.904315948486328,4.325018800707276,22.492263793945312
164,125.32850646972656,22.418760299682617,1.4058279093298478,22.3746395111084
165,133.34954833984375,23.69391441345215,5.339973074004823,23.08432960510254
166,128.38742065429688,24.255186080932617,8.677439066794715,22.649858474731445
167,117.38909149169922,21.856075286865234,2.9932621036180915,21.650135040283203
168,134.78578186035156,23.598268508911133,4.26649554971756,23.20937728881836
169,125.16803741455078,22.469858169555664,2.1965832790657704,22.362234115600586
170,131.39273071289062,22.96748161315918,1.5888730637284816,22.912458419799805
171,127.16839599609375,22.97037696838379,4.449521991373173,22.535306930541992
172,137.0569305419922,23.7490234375,4.037956721123565,23.403228759765625
173,116.50358581542969,21.669986724853516,2.0392322665042872,21.573822021484375
174,142.88916015625,24.27715301513672,4.281501238149412,23.896629333496094
175,121.5193862915039,22.211030960083008,2.8155843586382474,22.031848907470703
176,126.95022583007812,22.691877365112305,2.7749826759061156,22.521560668945312
177,125.39366149902344,22.406538009643555,0.9939766655233342,22.384479522705078
178,119.72201538085938,21.970308303833008,2.098232387729491,21.86988639831543
179,123.38900756835938,23.198659896850586,6.753981795163731,22.193727493286133
180,135.7532196044922,23.564346313476562,3.634594747445039,23.282358169555664
181,125.544189453125,22.534255981445312,2.497304855105034,22.395450592041016
182,126.97444152832031,23.228239059448242,5.672199038138363,22.525035858154297
183,125.50440979003906,22.515283584594727,2.4085759979630263,22.386085510253906
184,116.20726776123047,22.010135650634766,4.492421165897448,21.54679298400879
185,131.7740478515625,23.120473861694336,2.831473495277572,22.946441650390625
186,128.56118774414062,23.746274948120117,7.095556530824687,22.661392211914062
187,123.96470642089844,22.469051361083984,3.089821776434872,22.25558853149414
188,114.64234161376953,22.997703552246094,8.4361844499925,21.394512176513672
189,131.07186889648438,23.558231353759766,5.59231836506844,22.884845733642578
190,122.78661346435547,22.73453140258789,5.122144990232085,22.150001525878906
191,122.44644165039062,23.44582748413086,7.798428780777273,22.11088752746582
192,122.48180389404297,24.862640380859375,11.36367147505315,22.113750457763672
193,127.57291412353516,50.3012809753418,44.96602603643136,22.544965744018555
194,113.44952392578125,40.701839447021484,34.70793577307887,21.26026153564453
195,114.88288879394531,64.10737609863281,60.437981226371704,21.377696990966797
196,117.54618835449219,95.6065673828125,93.12686245246603,21.633394241333008
197,104.19806671142578,102.06159210205078,100.01268666584279,20.3477783203125
198,110.08329772949219,184.50526428222656,183.31691017431055,20.907028198242188
199,91.11653900146484,216.63832092285156,215.8015596428022,19.022136688232422
200,99.28598022460938,279.5172424316406,278.8083064890694,19.895008087158203
