epoch,reward_mean,reward_std,reward_max,scaled_reward_mean,reward_p95,top_reward_seen,unique_smiles_generated,diversity_bonus_mean,temperature,lock_geo_positive,lock_proj_gt_05
22,3.700881004333496,1.9726182222366333,10.629919052124023,37.008811950683594,7.5914483070373535,35.00499725341797,1174,0.49771177768707275,12.61063692569733,0,64
23,3.8725736141204834,2.080963373184204,13.019731521606445,38.72573471069336,7.548605442047119,35.00499725341797,1236,0.4954235553741455,17.81340044736862,1,64
24,3.254502773284912,1.3828799724578857,8.103935241699219,32.54502868652344,5.943434238433838,35.00499725341797,1300,0.5,8.76586456298828,2,64
25,3.6452910900115967,1.5445101261138916,7.579813480377197,36.452903747558594,6.886270523071289,35.00499725341797,1362,0.4954235553741455,6.4966366529464725,1,64
26,3.3199894428253174,1.7150487899780273,11.018623352050781,33.19989776611328,6.144420146942139,35.00499725341797,1425,0.49771177768707275,15.000489759445191,3,64
27,3.5218048095703125,2.2661373615264893,14.400494575500488,35.21804428100586,7.72736120223999,35.00499725341797,1488,0.49771177768707275,20.0,2,64
28,3.6801371574401855,1.7867016792297363,8.135943412780762,36.801368713378906,7.507779598236084,35.00499725341797,1551,0.49771177768707275,6.7652849733829505,2,64
29,3.9302196502685547,2.0525319576263428,10.66956901550293,39.30219650268555,7.626972198486328,35.00499725341797,1614,0.49771177768707275,11.709910494089128,2,64
30,3.4330921173095703,1.6645801067352295,9.629919052124023,34.3309211730957,6.943292617797852,35.00499725341797,1674,0.49084708094596863,11.435482150316238,2,64
31,3.1852915287017822,1.2974989414215088,7.577951431274414,31.852914810180664,5.660403251647949,35.00499725341797,1737,0.49771177768707275,7.677839517593384,1,64
32,3.444856882095337,1.475358486175537,8.027379989624023,34.448570251464844,5.609959125518799,35.00499725341797,1800,0.49771177768707275,7.96243183016777,1,64
33,3.541919469833374,1.751086950302124,9.021905899047852,35.419193267822266,7.482649803161621,35.00499725341797,1862,0.4954235553741455,9.165662360191346,2,64
34,3.5832369327545166,1.9392648935317993,12.1943998336792,35.83237075805664,7.5487446784973145,35.00499725341797,1925,0.49771177768707275,16.75568108558655,0,64
35,3.908082962036133,1.9619243144989014,10.103935241699219,39.080833435058594,8.39192008972168,35.00499725341797,1988,0.49771177768707275,11.04496821165085,1,64
36,3.3297080993652344,1.6301592588424683,10.656368255615234,33.297080993652344,6.031120777130127,35.00499725341797,2050,0.4954235553741455,14.381162571907042,0,64
37,3.605393409729004,1.814242959022522,10.31594181060791,36.053932189941406,7.104726791381836,35.00499725341797,2112,0.4954235553741455,13.192420649528504,0,64
38,4.180067539215088,2.475604772567749,16.883285522460938,41.80067443847656,7.985395908355713,35.00499725341797,2176,0.5,20.0,2,64
39,3.7015464305877686,1.752817153930664,8.061698913574219,37.015464782714844,7.526915073394775,35.00499725341797,2235,0.4875451326370239,6.329013603925706,2,64
40,3.886641025543213,1.877732515335083,8.027379989624023,38.86640930175781,7.600433826446533,35.00499725341797,2299,0.5,4.526562017202377,0,64
41,3.7031304836273193,1.7065705060958862,10.342206954956055,37.03129959106445,6.960104942321777,35.00499725341797,2360,0.4921216070652008,12.473650491237642,2,64
42,3.368952751159668,1.620149850845337,9.681886672973633,33.68952941894531,6.488504409790039,35.00499725341797,2424,0.5,11.914155381917956,1,64
43,3.9272236824035645,2.1376359462738037,10.10926628112793,39.272239685058594,7.577951431274414,35.00499725341797,2483,0.48855888843536377,10.423120492696766,1,64
44,3.4481420516967773,1.4381862878799438,8.027379989624023,34.48141860961914,6.067070007324219,35.00499725341797,2546,0.49771177768707275,8.23139447569847,0,64
45,3.4700427055358887,1.6983394622802734,9.07934856414795,34.7004280090332,7.038605690002441,35.00499725341797,2609,0.49771177768707275,10.194332152605057,2,64
46,3.194657802581787,1.377055287361145,7.485200881958008,31.94658088684082,5.589171886444092,35.00499725341797,2671,0.4954235553741455,7.487614715099334,2,64
47,3.4583678245544434,1.4157620668411255,7.05289888381958,34.583683013916016,5.605297565460205,35.00499725341797,2732,0.4931353032588959,5.369113397598268,0,64
48,3.83256459236145,2.394594669342041,16.337106704711914,38.325645446777344,8.025036811828613,35.00499725341797,2791,0.48855888843536377,20.0,2,64
49,3.7666101455688477,1.6094577312469482,7.577951431274414,37.66610336303711,7.1895222663879395,35.00499725341797,2853,0.4954235553741455,5.617279583215714,0,64
50,3.540618896484375,1.730386734008789,8.604400634765625,35.406185150146484,7.153644561767578,35.00499725341797,2913,0.4888196289539337,8.047437196969986,1,64
51,3.6044955253601074,1.5688462257385254,8.155902862548828,36.044952392578125,6.932243347167969,35.00499725341797,2976,0.49771177768707275,8.47658109664917,0,64
52,4.432331085205078,2.591883420944214,14.092906951904297,44.323307037353516,9.47754955291748,35.00499725341797,3036,0.48983338475227356,18.022283113002775,4,64
53,3.99306583404541,2.097611427307129,10.447257041931152,39.93065643310547,7.605817794799805,35.00499725341797,3100,0.5,11.103132587671283,1,64
54,3.4125754833221436,1.766173005104065,8.103935241699219,34.125755310058594,7.5116496086120605,35.00499725341797,3160,0.49084708094596863,6.69307560324669,0,64
55,3.633298397064209,1.8290448188781738,12.69068717956543,36.332977294921875,6.5150322914123535,35.00499725341797,3221,0.49313533306121826,18.08019840121269,0,64
56,3.5732150077819824,1.6618133783340454,9.630850791931152,35.73215103149414,6.379260063171387,35.00499725341797,3281,0.490847110748291,11.256647777557372,0,64
57,3.4183671474456787,1.582994818687439,8.110676765441895,34.18367004394531,7.342327117919922,35.00499725341797,3340,0.4875451326370239,8.272228270769117,1,64
58,3.348191022872925,1.4943774938583374,9.013001441955566,33.48190689086914,5.632364273071289,35.00499725341797,3400,0.48922908306121826,10.606240361928938,3,64
59,3.7252919673919678,1.6629549264907837,9.579813957214355,37.2529182434082,6.629480361938477,35.00499725341797,3461,0.49313533306121826,10.670452827215195,0,64
60,3.515218734741211,2.3179965019226074,16.885881423950195,35.152183532714844,7.50368070602417,35.00499725341797,3521,0.490847110748291,20.0,2,64
61,3.6646828651428223,1.7781786918640137,9.688376426696777,36.64683151245117,7.1014275550842285,35.00499725341797,3582,0.4931353032588959,10.794409596920016,1,64
62,3.582247018814087,1.6181831359863281,10.103935241699219,35.822471618652344,6.495551586151123,35.00499725341797,3645,0.49771177768707275,12.441668802499771,0,64
63,3.696502923965454,1.7934067249298096,10.630850791931152,36.96502685546875,7.89260196685791,35.00499725341797,3707,0.4954235553741455,13.031254905462266,0,64
64,3.8873543739318848,1.9306607246398926,9.629919052124023,38.87354278564453,7.486457347869873,35.00499725341797,3763,0.48169419169425964,9.511505365371708,0,64
65,3.6112146377563477,1.8898028135299683,10.103935241699219,36.112152099609375,7.400842666625977,35.00499725341797,3822,0.4875451624393463,12.736650449037555,1,64
66,3.584235906600952,1.7057514190673828,9.160303115844727,35.84236145019531,7.011281490325928,35.00499725341797,3882,0.490847110748291,9.703974330425261,0,64
67,3.5942416191101074,1.6494642496109009,7.961503028869629,35.94241714477539,7.1238250732421875,35.00499725341797,3943,0.4921216070652008,6.495213294029236,3,64
68,3.412203311920166,1.6012030839920044,8.052898406982422,34.122032165527344,7.068484306335449,35.00499725341797,4002,0.488558828830719,8.051111835241317,1,64
69,3.7254881858825684,2.268162488937378,13.162392616271973,37.2548828125,7.888861656188965,35.00499725341797,4063,0.4931353032588959,18.72588738203049,1,64
70,3.4554169178009033,1.7645845413208008,10.405193328857422,34.554168701171875,7.127877235412598,35.00499725341797,4123,0.48983338475227356,12.98068652153015,2,64
71,3.714179515838623,1.9423285722732544,9.848569869995117,37.14179229736328,8.00334644317627,35.00499725341797,4185,0.4954235553741455,10.311824500560757,1,64
72,3.455941677093506,1.8640477657318115,12.835221290588379,34.55941390991211,6.574680328369141,35.00499725341797,4247,0.4954235553741455,18.702167105674746,2,64
73,3.499725580215454,1.6624053716659546,7.700423717498779,34.997257232666016,7.143312931060791,35.00499725341797,4307,0.490847110748291,6.5717342555522915,1,64
74,3.341980457305908,1.4908907413482666,8.135943412780762,33.419803619384766,5.574123859405518,35.00499725341797,4367,0.490847110748291,8.90674507021904,0,64
75,3.3909928798675537,1.7736709117889404,9.138335227966309,33.90992736816406,7.0338053703308105,35.00499725341797,4428,0.49313533306121826,10.900498467683793,3,64
76,3.919984817504883,1.8470592498779297,9.629919052124023,39.19984817504883,6.987192630767822,35.00499725341797,4486,0.4862706661224365,10.277973467111588,1,64
77,3.3041446208953857,1.7221357822418213,10.604400634765625,33.041446685791016,6.867171764373779,35.00499725341797,4548,0.4954235553741455,14.029600036144256,1,64
78,3.5769264698028564,1.9812288284301758,11.012462615966797,35.769264221191406,8.00334644317627,35.00499725341797,4605,0.4839824140071869,13.862800163030627,2,64
79,3.5944952964782715,1.6783900260925293,8.07934856414795,35.94495391845703,7.0290045738220215,35.00499725341797,4663,0.48627063632011414,7.095227873325348,1,64
80,3.165464401245117,1.5558388233184814,10.187911033630371,31.654644012451172,5.271381378173828,35.00499725341797,4724,0.4921216070652008,13.777632296085358,1,64
81,3.7992944717407227,1.9320807456970215,9.014873504638672,37.99294662475586,7.950252056121826,35.00499725341797,4779,0.47940593957901,8.01192557811737,2,64
82,3.8640027046203613,1.9132403135299683,9.640378952026367,38.6400260925293,7.57108736038208,35.00499725341797,4838,0.48855888843536377,9.442287421226501,2,64
83,3.2388625144958496,1.3589065074920654,8.103935241699219,32.38862228393555,5.527684688568115,35.00499725341797,4898,0.48922908306121826,8.911554837226868,0,64
84,3.532349109649658,1.77069091796875,9.661927223205566,35.323490142822266,7.1067962646484375,35.00499725341797,4958,0.48983335494995117,11.332068008184434,2,64
85,3.2155325412750244,2.1477253437042236,16.43171501159668,32.15532684326172,5.932096004486084,35.00499725341797,5020,0.49440979957580566,20.0,2,64
86,3.57930850982666,1.6292122602462769,9.138335227966309,35.79308319091797,7.033492088317871,35.00499725341797,5075,0.47940593957901,9.888427412509916,1,64
87,3.6320717334747314,1.8390893936157227,11.641310691833496,36.320716857910156,7.266741752624512,35.00499725341797,5136,0.4921216070652008,15.558893626928331,1,64
88,3.5591697692871094,2.0217971801757812,15.308653831481934,35.591697692871094,6.154646396636963,35.00499725341797,5195,0.48855888843536377,20.0,1,64
89,4.037471294403076,1.8949445486068726,8.578882217407227,40.37471389770508,7.577951431274414,35.00499725341797,5255,0.49084708094596863,6.04042639732361,0,64
90,3.483327627182007,1.7319926023483276,8.135943412780762,34.833274841308594,7.636116027832031,35.00499725341797,5317,0.4954235553741455,7.443713581562043,2,64
91,3.2246079444885254,1.5550795793533325,9.629919052124023,32.24607849121094,6.827826499938965,35.00499725341797,5377,0.48983335494995117,12.180667477846146,1,64
92,3.9430229663848877,1.985239863395691,12.818180084228516,39.43022918701172,7.112966060638428,35.00499725341797,5439,0.49440979957580566,17.37405343651772,2,64
93,3.3132119178771973,1.461667537689209,8.07841682434082,33.132118225097656,5.455811977386475,35.00499725341797,5493,0.47711771726608276,8.960226595401764,3,64
94,3.868443489074707,2.0591511726379395,10.608800888061523,38.6844367980957,8.032832145690918,35.00499725341797,5555,0.4954235553741455,12.306463938951492,2,64
95,3.4478228092193604,1.5351768732070923,9.692890167236328,34.478233337402344,5.622123718261719,35.00499725341797,5618,0.4966980516910553,12.006112670898439,0,64
96,3.4543509483337402,1.6113128662109375,10.135943412780762,34.543514251708984,6.659706115722656,35.00499725341797,5679,0.4931353032588959,12.79216144680977,0,64
97,3.6721842288970947,1.679638147354126,8.283933639526367,36.72184371948242,7.538932800292969,35.00499725341797,5737,0.4842431843280792,7.875122994184494,0,64
98,3.2679965496063232,1.6224323511123657,10.103935241699219,32.67996597290039,5.632364273071289,35.00499725341797,5795,0.4862706661224365,13.21636154651642,0,64
99,3.3372631072998047,1.540616512298584,9.13038444519043,33.37263107299805,5.503854274749756,35.00499725341797,5856,0.4921216070652008,10.958532369136812,0,64
100,3.6330759525299072,1.6201684474945068,9.0159330368042,36.33076095581055,7.0156731605529785,35.00499725341797,5915,0.48855888843536377,9.7114908516407,3,64
101,3.3742928504943848,1.8092424869537354,9.578882217407227,33.74292755126953,7.5447773933410645,35.00499725341797,5971,0.4806804656982422,10.927525681257249,0,64
102,3.706526279449463,1.622571349143982,8.155902862548828,37.06526184082031,6.674091815948486,35.00499725341797,6026,0.47839224338531494,7.20931009054184,1,64
103,3.5548465251922607,1.7363851070404053,8.07841682434082,35.5484619140625,7.103847503662109,35.00499725341797,6086,0.490847110748291,7.088146662712097,1,64
104,3.9720263481140137,2.400974988937378,16.856870651245117,39.72026443481445,7.506848335266113,35.00499725341797,6146,0.490847110748291,20.0,1,64
105,3.833693027496338,1.949937343597412,11.311651229858398,38.33692932128906,7.489958763122559,35.00499725341797,6206,0.48983338475227356,14.049741750955578,1,64
106,3.4892709255218506,1.798125147819519,10.155902862548828,34.8927116394043,6.930045127868652,35.00499725341797,6264,0.4852568805217743,12.549902200698856,0,64
107,3.1590726375579834,1.4872182607650757,8.006523132324219,31.590726852416992,5.150553226470947,35.00499725341797,6325,0.49313533306121826,8.973880165815354,0,64
108,3.703298568725586,1.6698150634765625,8.155902862548828,37.032989501953125,7.153830528259277,35.00499725341797,6381,0.48169419169425964,6.981688904762269,3,64
109,3.7574920654296875,1.8302602767944336,11.713894844055176,37.574920654296875,7.107587814331055,35.00499725341797,6441,0.490847110748291,15.462485969066623,0,64
110,3.932478904724121,2.024326801300049,10.725942611694336,39.324790954589844,7.428016185760498,35.00499725341797,6499,0.4852569103240967,12.681057608127595,1,64
111,3.150850772857666,1.5775278806686401,11.929875373840332,31.508506774902344,5.175974369049072,35.00499725341797,6560,0.4931353032588959,17.810392415523523,1,64
112,3.6144895553588867,1.6476895809173584,9.629919052124023,36.144893646240234,6.906517505645752,35.00499725341797,6617,0.4839824140071869,11.14091446399689,0,64
113,3.6825149059295654,1.8995904922485352,14.16476058959961,36.82514953613281,6.452170372009277,35.00499725341797,6675,0.48465263843536377,20.0,2,64
114,3.6402158737182617,2.1623761653900146,16.245532989501953,36.402156829833984,6.587154388427734,35.00499725341797,6735,0.49084708094596863,20.0,2,64
115,3.5713322162628174,1.924241542816162,8.442808151245117,35.71332550048828,7.570435523986816,35.00499725341797,6794,0.4875451624393463,6.677355790138245,2,64
116,3.231799364089966,1.5046429634094238,7.577951431274414,32.3179931640625,5.589311599731445,35.00499725341797,6854,0.490847110748291,7.10844731926918,0,64
117,3.7395918369293213,1.9542357921600342,10.629919052124023,37.39591979980469,7.408638000488281,35.00499725341797,6907,0.4748294949531555,12.37675651907921,1,64
118,3.4750118255615234,1.5875540971755981,9.604400634765625,34.75011444091797,6.385360240936279,35.00499725341797,6963,0.48169422149658203,11.52547045946121,0,64
119,2.928783893585205,1.1132529973983765,7.187911033630371,29.2878360748291,5.0226216316223145,35.00499725341797,7017,0.4740765690803528,7.978788596391675,0,64
120,3.095288038253784,1.2672468423843384,7.604401111602783,30.952880859375,5.048140048980713,35.00499725341797,7079,0.4954235553741455,8.909724634885789,0,64
121,3.47055983543396,1.9009430408477783,11.05383014678955,34.705596923828125,6.809963703155518,35.00499725341797,7137,0.48627063632011414,15.290885818004611,0,64
122,3.3806936740875244,1.5609558820724487,8.135943412780762,33.80693817138672,5.942489147186279,35.00499725341797,7194,0.4809412360191345,8.149355626106264,1,64
123,3.386338472366333,1.90699303150177,10.876898765563965,33.86338424682617,8.25275707244873,35.00499725341797,7251,0.4819519817829132,14.114209234714505,2,64
124,3.6640753746032715,2.4420416355133057,18.733972549438477,36.6407585144043,7.033492088317871,35.00499725341797,7311,0.490847110748291,20.0,1,64
125,3.420858144760132,1.4790109395980835,8.05383014678955,34.208580017089844,6.822524070739746,35.00499725341797,7371,0.48983338475227356,8.001689255237576,1,64
126,3.8581199645996094,1.7521767616271973,9.630850791931152,38.581199645996094,7.1014275550842285,35.00499725341797,7432,0.49313533306121826,10.272593170404434,0,64
127,3.7090463638305664,1.9246032238006592,10.966634750366211,37.0904655456543,7.503020763397217,35.00499725341797,7492,0.490847110748291,13.465755379199983,3,64
128,3.2212135791778564,1.3146469593048096,7.387446880340576,32.21213912963867,5.628676414489746,35.00499725341797,7550,0.48627060651779175,7.169475018978118,1,64
129,3.0349929332733154,1.3054170608520508,7.396826267242432,30.349931716918945,5.430944919586182,35.00499725341797,7609,0.48855888843536377,8.066452085971829,0,64
130,3.472991943359375,2.1259381771087646,13.124126434326172,34.72991943359375,7.569720268249512,35.00499725341797,7666,0.4839823842048645,19.014417654275896,2,64
131,3.544713020324707,1.6372414827346802,9.777910232543945,35.44712829589844,7.228653430938721,35.00499725341797,7727,0.4915173053741455,11.556034719944002,2,64
132,3.7136330604553223,2.079198122024536,10.927559852600098,37.136329650878906,7.627716541290283,35.00499725341797,7787,0.49084708094596863,13.385941714048386,2,64
133,3.6302030086517334,1.7114537954330444,11.064335823059082,36.302032470703125,6.1197943687438965,35.00499725341797,7846,0.4885588586330414,14.483706092834474,1,64
134,4.162332057952881,2.0638113021850586,12.116366386413574,41.623321533203125,7.989450931549072,35.00499725341797,7905,0.4885588586330414,14.96211718916893,2,64
135,3.595918893814087,1.8325910568237305,10.155902862548828,35.959190368652344,7.389856815338135,35.00499725341797,7965,0.490847110748291,11.99227643609047,0,64
136,3.37406587600708,1.4403001070022583,8.135943412780762,33.740657806396484,6.407998561859131,35.00499725341797,8024,0.4885588586330414,9.01981195807457,0,64
137,3.1253244876861572,1.228251576423645,8.103935241699219,31.253246307373047,5.051967620849609,35.00499725341797,8083,0.4885588586330414,9.453898471593858,0,64
138,3.7710533142089844,1.9049880504608154,10.103935241699219,37.71053695678711,7.60417366027832,35.00499725341797,8143,0.490847110748291,11.62749208211899,1,64
139,4.509953498840332,5.583594799041748,46.21238327026367,45.09953689575195,8.023270606994629,46.21238327026367,8200,0.4829687178134918,20.0,2,64
140,3.5969669818878174,1.5960139036178589,8.135943412780762,35.969669342041016,6.600712776184082,46.21238327026367,8259,0.48653143644332886,7.95879633426666,2,64
141,3.668302059173584,1.677884817123413,7.501396656036377,36.683021545410156,7.096978664398193,46.21238327026367,8320,0.49313533306121826,4.877124643325806,1,64
142,3.672482967376709,1.8220654726028442,9.011951446533203,36.724830627441406,7.499379634857178,46.21238327026367,8379,0.4885588586330414,8.945765268802642,2,64
143,3.3336639404296875,1.5391857624053955,8.027379989624023,33.336639404296875,6.00084114074707,46.21238327026367,8434,0.47839224338531494,8.090636140108108,0,64
144,3.692824125289917,1.5911177396774292,7.103935241699219,36.92823791503906,6.652401447296143,46.21238327026367,8493,0.48855888843536377,4.187752777338028,0,64
145,3.648716688156128,1.6651718616485596,8.103935241699219,36.48716735839844,7.096279621124268,46.21238327026367,8542,0.4646628797054291,7.061043536663054,0,64
146,3.5011813640594482,1.6926965713500977,8.167950630187988,35.01181411743164,7.083480358123779,46.21238327026367,8597,0.47839224338531494,7.428249973058701,0,64
147,3.2476420402526855,1.650580644607544,9.661298751831055,32.47642135620117,6.473573684692383,46.21238327026367,8654,0.48296868801116943,12.463380956649782,2,64
148,3.5441079139709473,1.9440447092056274,10.532506942749023,35.44108200073242,7.577951431274414,46.21238327026367,8713,0.48653140664100647,12.746627008914949,3,64
149,3.75362491607666,1.7318223714828491,8.925012588500977,37.53624725341797,7.550167083740234,46.21238327026367,8771,0.4852569103240967,8.446653789281847,3,64
150,3.299470901489258,1.6218639612197876,10.644050598144531,32.99470901489258,5.506848335266113,46.21238327026367,8831,0.490847110748291,14.434944188594816,0,64
151,3.882826328277588,2.3831543922424316,16.88853645324707,38.82826614379883,7.494181156158447,46.21238327026367,8885,0.47549968957901,20.0,2,64
152,3.387366771697998,1.482428789138794,7.526915073394775,33.8736686706543,5.574783802032471,46.21238327026367,8945,0.490847110748291,6.978590726852418,0,64
153,3.147205114364624,1.39493989944458,7.917942047119141,31.4720516204834,7.1819868087768555,46.21238327026367,8998,0.4748294949531555,9.344385236501696,1,64
154,3.4320614337921143,1.6025255918502808,10.681886672973633,34.320613861083984,6.657125473022461,46.21238327026367,9055,0.48296868801116943,14.146708077192306,0,64
155,3.5480847358703613,1.7469717264175415,10.07841682434082,35.4808464050293,7.463607311248779,46.21238327026367,9112,0.4839823842048645,12.044782960414892,0,64
156,3.117499828338623,1.448913335800171,8.784273147583008,31.174997329711914,5.051967620849609,46.21238327026367,9167,0.47839224338531494,11.01853406429291,0,64
157,3.4981184005737305,1.761832356452942,10.155902862548828,34.98118591308594,6.657125473022461,46.21238327026367,9224,0.4839823842048645,12.372478139400481,0,64
158,3.301429271697998,1.3391236066818237,7.577951431274414,33.0142936706543,6.009666919708252,46.21238327026367,9280,0.48169419169425964,7.591300481557846,0,64
159,3.4302659034729004,1.6141387224197388,7.641966819763184,34.30265808105469,6.629919052124023,46.21238327026367,9337,0.4839823842048645,6.362509983777999,0,64
160,3.7911715507507324,2.1455578804016113,12.756361961364746,37.91171646118164,7.622915267944336,46.21238327026367,9389,0.47051385045051575,17.148916012048723,0,64
161,3.6861941814422607,2.1642305850982666,12.677289009094238,36.861942291259766,7.568149566650391,46.21238327026367,9441,0.4688928425312042,17.20703057050705,1,64
162,3.500007390975952,1.75656259059906,8.693934440612793,35.00007629394531,7.516450881958008,46.21238327026367,9498,0.4839824140071869,8.685589492321014,1,64
163,3.5363216400146484,1.7866755723953247,9.629919052124023,35.363216400146484,7.02531623840332,46.21238327026367,9553,0.47839224338531494,11.28862709403038,1,64
164,3.7471611499786377,2.041100263595581,10.688376426696777,37.47161102294922,7.833184242248535,46.21238327026367,9607,0.47448599338531494,12.896458071470263,2,64
165,3.3627185821533203,1.4097858667373657,7.878225803375244,33.6271858215332,5.586982250213623,46.21238327026367,9665,0.4852569103240967,7.86567900776863,2,64
166,3.4594614505767822,1.5251526832580566,9.0159330368042,34.59461975097656,5.747915744781494,46.21238327026367,9722,0.4829687178134918,10.290726763010026,2,64
167,3.974092483520508,3.4293270111083984,27.566823959350586,39.740928649902344,7.574123859405518,46.21238327026367,9777,0.47839224338531494,20.0,1,64
168,3.3107378482818604,1.3863341808319092,7.599802494049072,33.10737991333008,6.052243232727051,46.21238327026367,9828,0.470253050327301,7.269973647594452,2,64
169,3.361372947692871,1.596829891204834,9.629919052124023,33.613731384277344,5.701298236846924,46.21238327026367,9883,0.47778794169425964,11.838063800334933,1,64
170,3.5571887493133545,1.5365890264511108,8.656368255615234,35.5718879699707,6.126557350158691,46.21238327026367,9939,0.4806804656982422,9.157959616184232,0,64
171,3.5161609649658203,1.8979101181030273,9.604400634765625,35.16160583496094,7.1016764640808105,46.21238327026367,9996,0.4839823842048645,10.508771115541457,0,64
172,3.3062400817871094,1.2424087524414062,7.103935241699219,33.062400817871094,5.457441329956055,46.21238327026367,10053,0.4839824140071869,6.420399177074432,0,64
173,3.5865275859832764,2.363462448120117,18.643619537353516,35.86527633666992,6.713107585906982,46.21238327026367,10112,0.4875451624393463,20.0,1,64
174,3.3663320541381836,1.2258323431015015,6.629919052124023,33.6633186340332,5.461264610290527,46.21238327026367,10167,0.47940593957901,5.005772566795349,0,64
175,3.8062846660614014,2.159219980239868,12.155902862548828,38.06285095214844,7.976529121398926,46.21238327026367,10227,0.48983338475227356,15.714695680141453,2,64
176,3.6205482482910156,1.4603461027145386,9.629919052124023,36.20548629760742,5.143625736236572,46.21238327026367,10283,0.48169419169425964,11.661721491813662,0,64
177,3.4218838214874268,1.4963111877441406,9.578882217407227,34.21883773803711,5.592348098754883,46.21238327026367,10334,0.46923935413360596,11.855148851871494,1,64
178,3.682358503341675,1.8492624759674072,12.40682601928711,36.823585510253906,6.876981258392334,46.21238327026367,10390,0.48169419169425964,17.241682243347167,1,64
179,3.919806957244873,2.12296724319458,11.74110221862793,39.19807434082031,7.93363094329834,46.21238327026367,10451,0.49313533306121826,14.403973084688186,4,64
180,3.649200439453125,1.854305386543274,8.553363800048828,36.49200439453125,7.552365303039551,46.21238327026367,10507,0.4806804955005646,7.338236755132677,2,64
181,3.530914068222046,1.8152921199798584,10.13038444519043,35.30913543701172,7.56660795211792,46.21238327026367,10557,0.4679648280143738,11.98935024738312,0,64
182,3.4114415645599365,1.4906303882598877,9.062629699707031,34.114418029785156,5.911816120147705,46.21238327026367,10615,0.48627060651779175,10.560758113861082,1,64
183,3.710632801055908,2.1145946979522705,10.604400634765625,37.1063232421875,8.13392162322998,46.21238327026367,10666,0.470253050327301,12.102037572860716,1,64
184,3.216270685195923,1.6704715490341187,12.187911033630371,32.1627082824707,6.401019096374512,46.21238327026367,10723,0.4839823842048645,18.066623115539553,0,64
185,3.404991865158081,1.4605827331542969,8.082817077636719,34.04991912841797,6.415592193603516,46.21238327026367,10782,0.4885588586330414,8.403094261884691,0,64
